Date,Carbon_Monoxide (mg/m3),PM2.5 (µg/m3),PM10 (µg/m3),NO2 (µg/m3),NH3 (µg/m3),SO2 (µg/m3),O3 (µg/m3),Temperature (°C),Humidity (%),Wind_Speed (m/s),AQI
2022-02-02,1.5909885553971423,70.99808643231952,153.9069455072888,27.90368018155345,26.65065613175805,31.92094543332556,106.07225808081522,36.970638638398725,81.38010081183202,3.121482633730701,Moderate
2022-02-03,0.6264799848319675,69.70645138166387,114.57510728189806,64.15179477584186,20.001552715245325,17.899686415969985,19.240188597268823,10.335544683730383,74.72055861915717,2.9882333668516345,Moderate
2022-02-04,1.419307633799971,41.591725360128656,266.7529017276501,15.461476205561409,25.210553626861287,38.60041582866939,84.96786328753154,9.421654576669415,21.07906162535775,4.367121011387696,Good
2022-02-05,1.2184067987137934,61.811125969785294,217.31707293770873,47.2008213884073,30.679906054135508,33.71614515554103,84.8120668276605,41.88370614289327,77.18023363787157,0.9570746464009757,Moderate
2022-02-06,1.8724604909810372,124.44342688055538,162.02137182076913,59.195344569730395,24.601512110571907,34.888196205509026,83.59880185485116,35.0459347129033,41.03687300669472,2.061626113965362,Unhealthy for Sensitive Groups
2022-02-07,0.8971805323555653,79.53138238241655,171.97504881982547,49.24422767067212,23.668108263571774,11.0267993599014,113.65679444285406,28.591184031123138,30.477142520852077,2.922137358551445,Moderate
2022-02-08,0.31909733990199285,100.95711299595516,101.0641169840991,77.38049577258917,37.9725536935988,14.483712275492683,100.53962819075684,35.76747159983712,35.84315878159522,4.150799842757179,Unhealthy for Sensitive Groups
2022-02-09,0.23447987399225523,94.06736965902205,206.70065751621098,84.51324590907812,35.86443237889091,14.996930988925197,14.61699988678566,22.154174452265536,52.80058630625973,1.4739938753525217,Moderate
2022-02-10,1.6883454097509556,178.90383724998208,139.68562763572214,79.41187666298602,42.497207691613156,14.481822813640491,61.819113577496445,35.338229892365064,49.74075489476077,4.113184286184243,Unhealthy
2022-02-11,1.1445241477905779,183.90082983178763,298.91129416858735,13.49316530306219,16.2481541557773,34.939285673650076,53.774836182146686,19.872119650981432,40.22211095619588,2.298373171222711,Unhealthy
2022-02-12,1.5954392933029087,113.80268518149622,170.04587881547195,27.4715893401375,32.42878293893286,6.115967832300724,44.116194319988224,14.763782899704093,32.05528255449229,1.3501123539516293,Unhealthy for Sensitive Groups
2022-02-13,0.6219660800207265,86.12651155365275,171.47140154740327,58.29467583373969,31.333765342678422,7.663499614327101,59.6470397669507,34.160536851718746,73.35615527495185,3.915438981995672,Moderate
2022-02-14,0.8211507419238206,48.156119680401815,191.46294685266798,94.13398363994212,21.638201489270994,14.58702047204663,52.26136034185752,21.786891686290733,89.3076848614442,0.9090450566354652,Good
2022-02-15,0.2541869699803741,192.07848949495616,279.1890007796867,85.14610975469051,26.872589385620643,11.995554112730527,57.556728986653184,44.25508417304779,74.44541062937833,2.816453183339493,Unhealthy
2022-02-16,1.9306861842334018,40.23858063305057,250.20452496493758,85.82810575166215,19.120196448757795,13.115086485899694,117.71880521695067,18.97940729232404,40.71558773700788,0.7874410273784979,Good
2022-02-17,1.4021622320614642,80.60054718660768,162.78251744946036,37.288737438370745,11.382997892764333,32.9280116238655,19.74962722245388,41.869096821242636,37.136627298849334,2.103880348210044,Moderate
2022-02-18,1.8797691579667513,80.6712541989007,229.674816493199,48.65031073708323,14.621054479822977,24.709430786221642,111.44539568226028,42.31850194268318,35.23661132461568,3.204845595528767,Moderate
2022-02-19,0.6778935333723302,84.46821864383654,196.5588746951904,52.36353525843437,9.748114088054049,5.20197314525388,62.82603848181294,14.674117882589846,29.56865521423254,3.002519936692459,Moderate
2022-02-20,1.3006345002061894,57.928763356309574,173.09176217531223,24.163442501491936,35.738130883555584,20.026296799646836,78.61164700494953,36.92884726352054,58.593138478461086,2.3209493805709993,Moderate
2022-02-21,1.421299942926748,163.1374432570285,98.07894319608764,12.796131722001068,34.73273268991181,19.275972439762562,101.32012632794633,22.322980205782606,62.37802603673409,2.4307159728745207,Unhealthy
2022-02-22,0.7715894604636593,50.82463653421817,165.98406586372272,95.22126095144652,47.77728672109428,8.988084430559024,49.65093320641811,41.70098908921392,69.38518624641961,1.5204629900784494,Moderate
2022-02-23,1.7265966230281342,137.9341320560377,111.45464675564367,31.664132709715606,37.835528614125856,28.664962601051,57.34640988967636,23.00497090540955,67.61493596535675,2.551471647908463,Unhealthy for Sensitive Groups
2022-02-24,1.904890633220446,51.053824539988966,278.71053746291363,31.59540133512682,7.342062744025915,29.57340159328219,55.04703283065854,34.77214869349464,40.46333178983677,4.789646850743754,Moderate
2022-02-25,1.7927392118528078,41.991058390802614,133.85170337408675,17.504114839188357,44.79103282680294,30.23126266682342,51.22041247893358,23.678696366551915,43.12177037777926,4.327038130027057,Good
2022-02-26,1.5303205566908706,184.60301562659902,288.06600363334303,93.56569767494007,43.82038233255766,30.496483094550722,111.80822538115845,14.112030228514246,67.70601748096365,1.1535479108435471,Unhealthy
2022-02-27,0.6994364235049173,62.321890274179964,183.2638225236778,62.17634034457948,24.94941443477144,5.001848942630388,101.18228803123132,12.974005157787452,44.46133485485399,0.6340135429441442,Moderate
2022-02-28,0.7069088757901372,169.61252627514972,207.8860946690401,70.03331714128186,31.36383727375647,38.38722813463528,21.98999888492737,22.017247770253825,34.883623273351915,4.700859407224838,Unhealthy
2022-03-01,1.9340485768028683,122.58724808821309,185.73511112233194,92.04191985367473,48.92352496126335,33.497306846913204,21.893568772480563,35.2197862805686,46.20353075877177,2.8703738744633642,Unhealthy for Sensitive Groups
2022-03-02,0.21851209268424565,43.23560833349083,82.34515424167523,41.10581520107105,28.95369637316748,36.63935938062498,57.06564663382903,29.202859407230672,39.045891030458435,2.9202702041718847,Good
2022-03-03,1.48888995183586,192.42619254447146,143.95530475198524,65.93565800242757,45.739482276924036,5.5475153357601945,20.852311440608997,32.54517159602173,26.181890485300446,4.013230980679351,Unhealthy
2022-03-04,1.471243092599472,71.98339838862174,74.78652806940599,13.491950925599872,8.73674410145839,37.685057852500876,78.10024047982316,16.293054029277698,78.10972315936576,1.9161003824209695,Moderate
2022-03-05,1.3208411737096355,176.1397087099431,205.73851104584543,26.80952754080164,13.597334091890728,33.34259850408367,25.80607679879073,24.25741383830422,79.71779724099255,2.6685840597620096,Unhealthy
2022-03-06,1.9821959229563584,58.69770098337591,161.71854880010972,84.81212245809482,24.833972454859303,34.302670003554454,67.46105903634812,6.77581059877308,35.38252101168156,4.858983109160319,Moderate
2022-03-07,0.7613829843747055,175.170289964115,244.49624289273422,79.00915207045021,31.314056375178712,8.265058465268897,10.794194170408954,37.70129663832483,24.534053966764123,3.524669091195832,Unhealthy
2022-03-08,0.8119493548278467,32.248898193899976,105.11762024984246,41.55784223114322,41.73025333382601,30.85723101215092,44.82559832539114,44.59568648959498,71.71792061458257,1.1918526439810366,Good
2022-03-09,0.34209092530380003,117.00267761681171,91.14151460733373,43.912956499679126,49.47179518144341,38.59708413747318,84.4909796039921,21.275162504986834,34.80700381043896,1.0995203659295898,Unhealthy for Sensitive Groups
2022-03-10,0.9970366457787274,160.80523850166466,151.58305774094197,58.01989901982215,22.49831734133524,28.749156949635623,63.24428342506333,5.438546125261734,47.540484260580214,1.4191914124985243,Unhealthy
2022-03-11,0.6698873472227266,188.91523797377317,281.6463458045953,10.02169042166211,7.133703626303822,24.969649161861227,117.60964345988869,11.791705582037896,24.489467656616828,3.950202534893229,Unhealthy
2022-03-12,0.8180960639197596,184.5643631551028,227.60545375310295,31.71199024342251,41.052717648289615,38.09703872121489,106.15141756728319,31.101075110016755,35.83887093309046,1.8291965172827722,Unhealthy
2022-03-13,1.7022292224601299,169.33622782309965,154.73090619822966,28.7408627747393,32.197132358726364,20.50279926070526,49.49778569474663,29.48317272815437,75.50315948307451,0.596249810037859,Unhealthy
2022-03-14,1.8838721243494922,180.9925294424217,179.31804243857763,32.54346520747871,13.934428649069075,25.975274820866755,15.003519561950206,36.51458878342176,76.30775128406412,4.748784635775478,Unhealthy
2022-03-15,0.5343195296093342,63.86734659230301,71.05325279427458,82.53152582800972,27.267280547963907,21.671840272302816,103.01889301265207,15.155360438442727,34.49593774213973,1.263710373777098,Moderate
2022-03-16,0.8705160767962385,78.31133027099389,296.1439740940283,35.17064708917988,38.403961049017596,37.64961774761047,110.23577413461385,35.545276621885364,43.51396915746827,0.5430118376663087,Moderate
2022-03-17,1.8715350118077094,79.12464923657996,216.60182617372973,27.236918984513334,39.66853041808897,7.662965436792755,100.26901327609404,32.51936086094679,29.396689336562048,1.5670922107249534,Moderate
2022-03-18,0.3112552292406008,94.0991682702888,121.35101711585563,55.383711471372834,27.48282853994429,22.539189528887185,24.074493501174135,17.91257990855373,25.192084119944568,1.5576295420316015,Moderate
2022-03-19,0.36624895060048135,96.86451396548208,196.45209855381108,87.90805327354587,18.734653855798662,29.043335448490343,119.77066478535166,26.81952592227848,89.45202001138867,2.399023628805754,Moderate
2022-03-20,0.4930237805712129,122.57440519129483,77.3705915172485,31.72147334537499,48.81841619173221,32.71672884477829,38.44426437080512,10.890952339933069,65.89157658713874,4.641754241750165,Unhealthy for Sensitive Groups
2022-03-21,1.2713831014283745,57.179559772295036,291.45916720189587,17.068261851351885,34.851317493042174,25.40565266054477,89.6625404089207,23.102580137423306,57.94675564388231,4.45633213000594,Moderate
2022-03-22,0.47085008781079546,147.51193284361818,93.69624697084149,42.07642622646982,23.37068837058344,36.81212104425089,109.88383639692937,40.247893582225636,73.58489502837097,2.5560254974209258,Unhealthy for Sensitive Groups
2022-03-23,1.9425374866113203,58.486311681766104,212.00757951380353,77.288664210848,17.62084508920936,37.96970064093551,35.925582576378034,21.847655193015633,78.8054011781407,2.3490495724631293,Moderate
2022-03-24,1.0040861490653366,82.75244195777307,111.36361563473261,59.562149022531514,37.8996342351603,7.251172811775423,109.90844101447726,38.58266825901688,76.47003376313093,2.9975408891368307,Moderate
2022-03-25,1.1027323286302995,115.56867220304619,229.39034566213394,83.51140326169127,15.898255051719547,19.082968883948105,44.042973711435366,28.610134610387775,21.157761450291364,1.5955430538729458,Unhealthy for Sensitive Groups
2022-03-26,0.6439855084497317,165.39489545899113,244.20534181007025,96.36329328483106,12.726949503815968,5.821065760240406,117.40545446224617,12.675068524094272,33.07655287333489,0.7348324638486328,Unhealthy
2022-03-27,1.0477284543825203,155.70976965058364,218.35493222785817,81.33962290764553,28.84252500329316,16.529583008105504,40.93860224185221,28.244249787915855,65.84337114824817,4.72650861277043,Unhealthy
2022-03-28,1.3914445387466208,139.74084058978877,203.62486506379813,64.3422770959378,18.049432668986384,23.790387628971075,114.87794072336187,25.239333166282538,46.3031543462774,1.3401454319472772,Unhealthy for Sensitive Groups
2022-03-29,1.552118846517277,56.481454298628925,273.1172734880029,54.400742924714244,33.30073152156268,36.87782256784821,15.889911598194239,20.94565340785536,88.77378557427748,1.3928032816057239,Moderate
2022-03-30,1.5569625488778434,122.99770875464822,69.65667774743952,13.606217771344,10.307240369340507,34.629401286289095,88.01992128367944,9.785217580642813,66.57833548467778,2.6260714798427642,Unhealthy for Sensitive Groups
2022-03-31,1.240204002849359,44.865905305980526,132.7286914450488,98.58897809326372,34.47234970552947,9.4624904335195,68.53222472207041,21.668346553889194,86.95842361104445,2.712260051781488,Good
2022-04-01,1.827847594988943,94.15174005543064,112.07186990771149,44.51330103175383,17.7483437598966,8.25606311593135,62.56647848350037,7.9104950495850845,34.101253715205566,0.5829539436533387,Moderate
2022-04-02,1.6713341251509968,100.29781014929306,297.0034905163554,23.700539252518013,5.010932049553073,25.624356856483345,34.584374568142394,8.950762055950051,80.4769919680516,1.1657963244828682,Unhealthy for Sensitive Groups
2022-04-03,1.5626866064575258,36.76794470577815,147.34744491671836,70.0037969856811,10.712122595337938,23.624129036057393,87.61553687541411,21.63666131730864,42.49466140706578,2.2016966835233376,Good
2022-04-04,0.30008993902482917,76.57797690989521,233.15317481009967,35.58594601859134,47.012692002579236,14.323217450050835,30.989044059093782,17.21525927873855,89.26953657664647,3.576788120797426,Moderate
2022-04-05,0.21238033199536877,192.4604094353032,221.18129097025115,62.72004438379429,44.030958760191105,36.48085795938423,70.81259755832451,42.02177303448894,31.03820704512031,1.5278830557437113,Unhealthy
2022-04-06,0.5824050989518513,192.11754333104722,103.02030936934443,62.80911170601321,15.512406441630658,37.45782433115437,37.85698993442759,20.02823221521082,56.14378731868286,2.403565008087932,Unhealthy
2022-04-07,1.394342469044214,89.89559922293168,109.74942005288783,50.11568388125823,40.02673570454711,19.091400341905693,115.11835177594917,35.31432488288401,75.49911736859853,3.0080527912241006,Moderate
2022-04-08,0.9401554799885825,37.32701852121509,120.32114088825853,85.25067539905383,32.38572169282884,36.16058949897321,13.14943132192181,26.20990105464971,50.28497364228251,4.498666225804814,Good
2022-04-09,0.9243312667387611,60.44613968579086,152.7818195648448,33.847035539989875,48.690712015244124,18.438211299204042,31.970110812236022,33.163426745693414,52.765884213135266,1.967317260472055,Moderate
2022-04-10,1.7922563988133047,96.67702488370182,108.58126641263169,50.37693324559608,21.81225467903266,30.788589114039507,36.65416670261925,15.404639320615967,89.04490568540187,1.1010121963856758,Moderate
2022-04-11,1.8120131266373096,191.12254865476908,54.912870686711955,58.392291573187435,35.66572756327271,21.657977614170346,55.547460834459805,42.67619891353316,49.77157052108073,2.701725016539237,Unhealthy
2022-04-12,1.8365154752964543,54.00384080132144,269.8482642017989,69.72622486905696,7.8591075090763365,9.290410477751404,35.60032660570589,26.203539876576958,62.28504704193445,3.860247207578279,Moderate
2022-04-13,0.7649805377270491,159.7976934235961,291.402457845221,80.55746654550305,22.831130606738267,37.477697043295755,64.04839992956639,38.25296285140999,23.81777624726055,0.9943689067373005,Unhealthy
2022-04-14,1.443900462930671,48.47603169369765,135.39259675789197,45.53265545904304,48.37179475346812,20.89338076821378,105.97120755843929,19.601827739044538,78.9547056147182,2.411075712636322,Good
2022-04-15,0.6889397262938654,196.81378815651706,134.6267198563682,68.14422496869363,29.254139350255425,30.70704641128413,88.32697635500878,9.008453962020981,65.37176342856804,0.5800331356811754,Unhealthy
2022-04-16,0.5430976995340097,94.87480484855294,51.77295319359275,23.55498577616672,17.954577650068003,17.851083505095225,73.79581785886222,31.948465908833953,48.28140720039695,0.6510163174126301,Moderate
2022-04-17,0.5323384232252646,161.78987161283953,220.0626720825935,93.93832904882308,10.412193340787308,5.660830750168213,19.790349578094762,5.310385933496979,21.131867796816383,2.6732901344749953,Unhealthy
2022-04-18,0.8157937175544694,88.2404840778924,256.3599739371572,44.47529257789032,36.65877530816887,8.518562554214256,86.33913192282031,24.01171906262033,61.41681744154527,1.8418878416791824,Moderate
2022-04-19,0.9739237156036791,136.70370911699746,86.65207509000079,75.65692797787946,34.01852195433771,22.367681782147354,28.305571274203384,12.712076106658369,20.886047993891353,4.302982845524355,Unhealthy for Sensitive Groups
2022-04-20,1.695708507899123,62.642734405806245,89.91658734178768,11.830697369395988,21.82724211216986,29.148752499422685,96.50041245578677,30.095020177414487,20.084252973631255,3.2096943775690443,Moderate
2022-04-21,0.4158039682508818,54.82357328048363,247.52081249285945,28.466842861432628,47.79236083396254,16.715736430274767,37.50624343611685,44.17679492551409,63.12689935045483,2.5426983278434565,Moderate
2022-04-22,1.5228665253108096,189.47090372658232,204.07268708853616,53.83742898912202,5.999126584453264,29.34209607121776,55.875360115299095,23.576116252825837,33.2311947134188,2.3357091697443337,Unhealthy
2022-04-23,1.1566188455407496,186.0000372437537,61.215139406929254,89.04272209591119,18.667573323432162,29.452245630118462,48.55172225497207,37.699930261026665,33.43212848026667,2.7376046608530347,Unhealthy
2022-04-24,0.7183016168167864,180.86971983619,205.6367476155704,57.452963495560944,46.448126883481166,29.63775675647408,104.46953061423424,25.311367478044843,65.72900960829206,0.681974740456976,Unhealthy
2022-04-25,1.0870752521590843,136.32368652832088,127.22943071094151,93.6883434064491,19.44209472437482,22.238264890717794,23.919890458474896,24.833601244160963,23.758803155756198,4.51757010389297,Unhealthy for Sensitive Groups
2022-04-26,0.7398957255986407,167.4055959067673,142.1812888677115,53.54172069245167,16.351377523482668,37.02101525425264,72.22093706232675,42.216939727151114,41.93838930321894,4.992364200802813,Unhealthy
2022-04-27,1.2729475194289508,41.736279274933736,242.43285457422004,54.140418706235494,29.03991844690613,22.121878129321544,25.626777038736847,40.59863474986726,30.460233149941335,1.316692061864144,Good
2022-04-28,0.9809190611394396,86.91413712141545,252.73379816815265,20.77721096504787,42.071078746424206,20.759281772382337,87.52754197454053,36.43201860751898,60.61234588575737,1.0417233414857887,Moderate
2022-04-29,0.49592995234198173,83.32953120871656,150.08915670995765,82.23906197369978,9.641604239526249,11.978328665371944,109.55859405739292,16.850230132671363,66.3235608309177,1.1460985855186785,Moderate
2022-04-30,0.4098495342002541,138.05970473194424,286.78823400158865,32.22688712203562,47.435931934058125,15.767928057471778,57.806841925397876,26.800336628957623,70.47950975193305,3.4746217620546522,Unhealthy for Sensitive Groups
2022-05-01,1.1840522277298342,90.51282149000889,151.61567948801806,90.96512404350835,40.77827965315238,6.481707238140617,63.690148629147345,13.9558893322274,37.86618518429958,3.476483773028486,Moderate
2022-05-02,1.8243434599149861,55.246152879425736,242.95900880752748,91.97417982973565,13.156261499819838,27.173735276565957,112.01651201310385,22.75666792186159,26.24748261456088,4.315658730252849,Moderate
2022-05-03,0.819123835803834,131.39940282030244,170.96931614106478,94.89791006867347,37.04035825391732,13.69875103744825,67.30905275142928,24.368522630391624,25.50785598593285,3.8832187479181397,Unhealthy for Sensitive Groups
2022-05-04,1.5194001930007217,168.44526651374386,274.383081630521,56.8207440192781,22.323142518690073,15.64543390699128,63.6358281854517,38.26560160677324,49.83060839155067,2.523603530162029,Unhealthy
2022-05-05,1.3855904388915805,94.96099405819544,276.94031091254465,70.93844063052799,23.103260513434343,31.978508258251242,73.61620129747345,40.841134612999724,86.20910863439005,3.2578491270439347,Moderate
2022-05-06,1.876798845757066,52.48568156674189,71.85420196777096,80.06642920554971,40.24805415974899,16.452741410650887,85.8152709999247,21.584802495859115,35.24103239729172,3.5972810166560354,Moderate
2022-05-07,1.6777658311384536,63.436993543179916,284.1233328275564,21.791315678541906,48.32531635913295,13.476856220459975,21.757171259573454,5.708177802929488,37.97191209390846,2.8073141162835133,Moderate
2022-05-08,1.2198894660298334,70.37216187879528,256.38371038010393,64.08614754977475,10.699514278123726,10.9170212196797,100.32215805156676,39.47095359157419,27.062216147410126,2.640429430032365,Moderate
2022-05-09,1.3826548968213932,80.98259080907116,247.8276785781667,13.086811117298051,23.928360659546872,32.12004407636846,57.905553019858516,11.971147140054427,62.38991917257512,3.4029385053919396,Moderate
2022-05-10,1.8170956398512628,139.27516198607253,100.2278349213806,54.78094750498533,26.64237236379366,9.539719029650941,17.95833608872341,29.87527855561574,67.59110117630223,3.0086354703904417,Unhealthy for Sensitive Groups
2022-05-11,0.9191338122564827,132.16073237141222,251.27980218866622,23.935841345820467,21.934031762974893,20.881381608762375,96.48009361180344,5.998836017365248,65.00518457125321,3.3977403740115966,Unhealthy for Sensitive Groups
2022-05-12,0.7882304705439993,148.33357646639666,262.53318367125917,26.463063336587624,21.343510567230126,22.742554062701803,51.46449688548993,20.98025901042257,80.27911701313468,3.2578464828351374,Unhealthy for Sensitive Groups
2022-05-13,0.21945995054335343,91.62533737035724,122.28758361353773,42.85428100233414,7.352090040271844,29.05864694400001,21.04042446045593,44.438412084613994,54.04980845182502,3.736384522311446,Moderate
2022-05-14,1.6877919335446356,170.07960081959632,288.06501959058096,48.91934500448527,35.84923792531805,27.16492188165484,79.71569434975756,9.027744044152124,29.41199285369451,3.3926157895229423,Unhealthy
2022-05-15,1.6417652607260569,64.69490239647925,62.46503659979106,66.08551820789685,24.629648770402042,33.37522355308111,106.81444887770058,21.947726079985692,40.25835914930889,2.8388411889677028,Moderate
2022-05-16,0.3880181325802725,109.73692707808617,87.47731331178491,16.69855765946641,13.765721118976705,6.566300187418335,107.6528860355385,17.28599800759809,66.37009813949462,3.5680856507797394,Unhealthy for Sensitive Groups
2022-05-17,1.2383432860388603,166.15958266204316,184.3952845128786,55.332258511370014,41.721507603593075,15.375425367278902,115.34298222898705,41.203524935530574,62.91853816190919,2.522668843334426,Unhealthy
2022-05-18,1.0351670567003974,60.62697011454527,193.94811778057743,26.4362617227791,41.11523366682326,14.804694157138291,105.44760057433568,39.773604316294204,57.17021908200737,1.5875205168767046,Moderate
2022-05-19,0.4136763719164006,48.6767293359331,211.28752082522584,61.65776575285677,26.887623264000222,10.110591695723787,10.235501128002275,14.507950412249153,67.8075093082081,0.5063819906026196,Good
2022-05-20,1.9650228087093025,180.22627450695825,54.242282328866615,67.36641510350651,18.430279751649223,15.12123888497551,51.82652830547293,8.247511482017247,64.61735952613095,3.0198386621562943,Unhealthy
2022-05-21,0.5864525974340398,88.2980426690633,290.0916936555326,60.10383308975685,33.71417266084036,15.84178599500162,100.03968378960533,30.0855357624447,81.69274226254662,3.1579485197388846,Moderate
2022-05-22,0.3210215241630101,146.25792123453544,61.147023183536,76.44659594304768,17.966846109983138,23.26595616746174,50.28783065983216,18.45474847534839,61.021146423480765,4.874220341490714,Unhealthy for Sensitive Groups
2022-05-23,1.2707252831034372,34.30926272486954,85.7654881808506,40.204831981681124,15.620356864567041,28.229656762418962,76.17033570176767,31.88337562424252,74.50209510903895,2.12665250342424,Good
