"From Date","To Date","PM2.5","PM10","NO","NO2","NOx","NH3","SO2","CO","Ozone","WS","Temp"
"13-04-2024 16:00","14-04-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"13-04-2024 08:00","13-04-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"13-04-2024 00:00","13-04-2024 08:00","143.5","482.5","161.6","113.63","191.8","36.78","8.13","3.21","5.55","0.3","None"
"13-03-2024 16:00","14-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"13-03-2024 08:00","13-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"13-03-2024 00:00","13-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"13-02-2024 16:00","14-02-2024 00:00","259.69","582.41","222.94","193.02","269.09","45.29","23.37","3.58","20.02","0.3","None"
"13-02-2024 08:00","13-02-2024 16:00","258.16","463.31","41.55","126.27","100.92","61.46","22.54","1.95","20.96","0.3","None"
"13-02-2024 00:00","13-02-2024 08:00","259.16","488.09","208.87","125.07","231.05","42.64","20.98","3.29","19.7","0.3","None"
"13-01-2024 16:00","14-01-2024 00:00","561.95","816.32","211.3","159.43","253.22","45.98","26.36","4.44","31.7","0.31","None"
"13-01-2024 08:00","13-01-2024 16:00","449.72","647.22","78.41","124.02","129.71","43.45","25.12","4.25","26.06","0.57","None"
"13-01-2024 00:00","13-01-2024 08:00","306.44","448.78","93","61.66","107.36","41.46","17.75","3.92","18.8","0.36","None"
"12-11-2024 16:00","13-11-2024 00:00","246.62","528.75","136.39","105.15","166.82","47.03","5.11","2.4","6.74","0.48","None"
"12-11-2024 08:00","12-11-2024 16:00","173.25","343.12","72.57","82.15","102.7","56.89","8.22","2.06","10.89","1.24","None"
"12-11-2024 00:00","12-11-2024 08:00","311.38","581","271.43","82.71","264.68","63.43","18.1","4.03","42.22","0.33","None"
"12-10-2024 16:00","13-10-2024 00:00","158.8","481","161.13","82.52","194.24","22.69","12.5","3.01","66.83","0.47","None"
"12-10-2024 08:00","12-10-2024 16:00","77","368.88","29.2","75.68","63.93","32.46","9.53","1.64","81.31","1.07","None"
"12-10-2024 00:00","12-10-2024 08:00","107.26","641.86","109.02","95.54","141.15","28.51","7.84","2.03","51.35","0.38","None"
"12-09-2024 16:00","13-09-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"12-09-2024 08:00","12-09-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"12-09-2024 00:00","12-09-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"12-08-2024 16:00","13-08-2024 00:00","49.88","109.37","34.25","27.66","42.55","21.34","25.63","0.96","59.25","0.3","None"
"12-08-2024 08:00","12-08-2024 16:00","47.43","77.32","35.68","33.7","46.93","28.05","26.75","0.28","60.88","0.3","None"
"12-08-2024 00:00","12-08-2024 08:00","38.15","64.62","38.27","73.94","101.44","33.83","26.35","0.13","59.07","0.3","None"
"12-07-2024 16:00","13-07-2024 00:00","46.65","247.1","66.77","64.81","86.86","30.74","17.7","0.98","54.92","0.3","None"
"12-07-2024 08:00","12-07-2024 16:00","35.71","202.12","19.42","21.99","27.5","11.24","17.3","0.8","91.48","0.3","None"
"12-07-2024 00:00","12-07-2024 08:00","32.12","185","13.28","12.48","17.43","12.28","17.18","0.75","94.44","0.3","None"
"12-06-2024 16:00","13-06-2024 00:00","61.96","264","34.92","87.24","74.78","19.74","9.28","5.24","111.04","0.5","None"
"12-06-2024 08:00","12-06-2024 16:00","57.5","278.75","13.32","63.56","44.63","20.46","9","4.8","124.92","0.9","None"
"12-06-2024 00:00","12-06-2024 08:00","109.06","396.9","141.22","68.82","151.43","23.15","13.13","5.8","83.07","0.4","None"
"12-05-2024 16:00","13-05-2024 00:00","110.85","275.69","23.07","126.45","86.03","37.75","27.29","2","32.12","0.41","None"
"12-05-2024 08:00","12-05-2024 16:00","53.15","217.23","52.15","67.35","78.18","17.5","11.43","1.55","31.51","0.43","None"
"12-05-2024 00:00","12-05-2024 08:00","109.25","298.88","80.78","87.6","112.12","27.93","25.17","1.93","9.04","0.33","None"
"12-04-2024 16:00","13-04-2024 00:00","94.19","309.38","89.85","127.66","140.84","31.5","23.44","3.12","36.08","0.44","None"
"12-04-2024 08:00","12-04-2024 16:00","154.19","323.31","7.15","76.91","45.39","37.57","44.05","2.64","129.63","0.72","None"
"12-04-2024 00:00","12-04-2024 08:00","197.47","539","88.12","86.73","117.75","30.85","38.31","3.29","15.12","0.31","None"
"12-03-2024 16:00","13-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"12-03-2024 08:00","12-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"12-03-2024 00:00","12-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"12-02-2024 16:00","13-02-2024 00:00","204.78","402.25","111.58","131.42","160.67","50.32","24.35","2.17","20.1","0.3","None"
"12-02-2024 08:00","12-02-2024 16:00","156.91","326.84","47.28","98.34","90.71","51.98","28.16","1.68","19.97","0.37","None"
"12-02-2024 00:00","12-02-2024 08:00","209.59","397.84","223.04","132.93","252.04","39.88","20.71","2.43","18.58","0.3","None"
"12-01-2024 16:00","13-01-2024 00:00","295.19","469.9","89.04","101.82","126.56","39.2","10.06","4.05","17.19","0.3","None"
"12-01-2024 08:00","12-01-2024 16:00","259.19","404.09","56.51","107.53","103.09","38.68","10.1","3.57","22.69","0.37","None"
"12-01-2024 00:00","12-01-2024 08:00","206.31","308.68","48.47","52.65","66.81","37.6","5.99","3.26","15.58","0.33","None"
"11-11-2024 16:00","12-11-2024 00:00","266.75","681.25","259.86","114.74","272.3","53.95","14.79","3.8","89.89","0.39","None"
"11-11-2024 08:00","11-11-2024 16:00","205.38","337.5","37.58","79.1","72.62","58.42","13.04","2.07","28.83","1.37","None"
"11-11-2024 00:00","11-11-2024 08:00","271.84","447.12","158.67","81.51","172.37","61.52","15.57","2.76","None","0.58","None"
"11-10-2024 16:00","12-10-2024 00:00","71.75","442.62","41.44","114.47","94.39","27.68","14.43","1.79","53.81","0.61","None"
"11-10-2024 08:00","11-10-2024 16:00","78.88","423.75","33.33","74.92","66.55","30.41","16.51","1.67","64.46","1.27","None"
"11-10-2024 00:00","11-10-2024 08:00","86.62","387.38","41.48","84.51","78.69","36.22","14.06","1.76","46.03","0.51","None"
"11-09-2024 16:00","12-09-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"11-09-2024 08:00","11-09-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"11-09-2024 00:00","11-09-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"11-08-2024 16:00","12-08-2024 00:00","47.5","65.17","52.17","40.39","58.99","29.8","23.43","0.96","60.35","0.3","None"
"11-08-2024 08:00","11-08-2024 16:00","38.12","76.25","29.47","29.04","39.44","28.74","23.55","1.68","59.44","0.3","None"
"11-08-2024 00:00","11-08-2024 08:00","48.67","77.25","12.83","22.84","22.58","28.5","24.19","1.52","61.61","0.3","None"
"11-07-2024 16:00","12-07-2024 00:00","74.25","246.75","7.3","20.32","16.73","23.87","18.37","1.27","106.5","0.3","None"
"11-07-2024 08:00","11-07-2024 16:00","58.69","221.62","10.59","10.2","13.05","9.54","18.06","1.14","101.53","0.3","None"
"11-07-2024 00:00","11-07-2024 08:00","81.5","182.12","13.49","11.51","16.17","11.33","17.81","1.03","94.14","0.3","None"
"11-06-2024 16:00","12-06-2024 00:00","66.37","301.85","86.35","99.7","123.24","18.68","16.51","5.28","99.04","0.36","None"
"11-06-2024 08:00","11-06-2024 16:00","91.25","317.12","11.07","75.53","49.18","20.51","24.91","4.59","130.68","0.98","None"
"11-06-2024 00:00","11-06-2024 08:00","113.62","368.38","81.1","89.29","113.43","25.85","24.95","4.94","83.39","0.3","None"
"11-05-2024 16:00","12-05-2024 00:00","96","236.77","45.02","97.41","88.42","25.57","33.43","1.26","39.43","0.49","None"
"11-05-2024 08:00","11-05-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"11-05-2024 00:00","11-05-2024 08:00","67.17","212","26.95","50.44","48.77","28.6","24.83","0.7","31.35","1.35","None"
"11-04-2024 16:00","12-04-2024 00:00","112.74","356.16","115.11","129.3","162.41","33.59","36.72","3.27","42.13","0.85","None"
"11-04-2024 08:00","11-04-2024 16:00","103.09","304.91","37.28","74.26","67.89","33.23","34.14","2.35","97.73","0.86","None"
"11-04-2024 00:00","11-04-2024 08:00","173.23","609.06","209.18","74.23","209.58","23.91","60.87","3.55","53.47","0.33","None"
"11-03-2024 16:00","12-03-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"11-03-2024 08:00","11-03-2024 16:00","None","None","None","None","None","None","None","None","None","None","None"
"11-03-2024 00:00","11-03-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"11-02-2024 16:00","12-02-2024 00:00","146.88","345.56","97.35","129.62","148.06","31.07","14.07","1.61","18.8","0.3","None"
"11-02-2024 08:00","11-02-2024 16:00","163.28","324.38","51.67","99.14","94.7","40.42","21.67","1.04","19.65","0.32","None"
"11-02-2024 00:00","11-02-2024 08:00","227.16","402","139.83","109.28","171.8","39.76","12.62","1.63","18.24","0.3","None"
"11-01-2024 16:00","12-01-2024 00:00","246","413.55","98.66","99.23","133","34.07","18.76","4.29","17.45","0.31","None"
"11-01-2024 08:00","11-01-2024 16:00","233.72","379.09","54.39","79.92","86.72","32.51","19.04","3.76","24.28","0.41","None"
"11-01-2024 00:00","11-01-2024 08:00","209.32","333.77","40.13","48.77","58.59","35.71","15.87","3.81","16.8","0.36","None"
"10-11-2024 16:00","11-11-2024 00:00","232.62","522","177.05","100.8","197.56","52.04","18.33","3.17","76.16","0.45","None"
"10-11-2024 08:00","10-11-2024 16:00","189.8","292.5","17.77","64.51","48.76","52.93","14.16","1.72","28.85","1.71","None"
"10-11-2024 00:00","10-11-2024 08:00","201.27","299.9","34.47","70.72","65.64","63.78","16.05","1.75","6.2","1.38","None"
"10-10-2024 16:00","11-10-2024 00:00","63.17","385.25","33.89","71.07","75.05","24.19","20.66","1.76","48.12","0.79","None"
"10-10-2024 08:00","10-10-2024 16:00","86.91","458.37","38.18","71.51","68.53","23.22","18.95","1.63","80.2","1.21","None"
"10-10-2024 00:00","10-10-2024 08:00","68.12","278.75","41.42","68.45","70.34","26.51","17.95","1.68","72.26","0.6","None"
"10-09-2024 16:00","11-09-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"10-09-2024 08:00","10-09-2024 16:00","70","129.67","14.7","67.69","47.94","19.06","11.41","1.58","26.92","1.78","None"
"10-09-2024 00:00","10-09-2024 08:00","74.16","144.12","60.76","50.82","78.83","26.49","11.07","1.67","25.44","0.81","None"
"10-08-2024 16:00","11-08-2024 00:00","43.75","88.88","27.49","39.14","43.17","24.25","27.89","1.19","61.78","0.3","None"
"10-08-2024 08:00","10-08-2024 16:00","39.25","78.12","25.02","21.36","31.7","21.41","27.52","0.42","61.58","0.3","None"
"10-08-2024 00:00","10-08-2024 08:00","67.38","105.38","35.13","27.49","43.19","25.35","27.88","0.58","61.09","0.3","None"
"10-07-2024 16:00","11-07-2024 00:00","53.12","141.12","10.01","14.4","15.8","16.17","17.69","0.98","95.51","0.3","None"
"10-07-2024 08:00","10-07-2024 16:00","71.5","184","8.04","11.42","12.41","9.84","16.91","0.63","99.95","0.3","None"
"10-07-2024 00:00","10-07-2024 08:00","87.88","196.88","11.6","11.49","15.36","8.5","17.34","0.82","94.83","0.3","None"
"10-06-2024 16:00","11-06-2024 00:00","63.88","276.25","41.96","90.82","82.42","24.52","17.36","4.4","102.95","0.5","None"
"10-06-2024 08:00","10-06-2024 16:00","55","203.25","4.55","67.48","39.46","25.22","26.04","3.72","143.09","1.05","None"
"10-06-2024 00:00","10-06-2024 08:00","62.25","210.38","20.22","80.94","59.49","29.62","21.23","3.76","108.12","0.52","None"
"10-05-2024 16:00","11-05-2024 00:00","124.42","258","4.96","49.87","30.57","33.28","18.45","0.94","48.81","1.41","None"
"10-05-2024 08:00","10-05-2024 16:00","187.33","322.67","6.06","37.47","24.72","41.33","22.57","0.76","93.79","1.93","None"
"10-05-2024 00:00","10-05-2024 08:00","None","None","None","None","None","None","None","None","None","None","None"
"10-04-2024 16:00","11-04-2024 00:00","79.56","318.25","55.09","125.89","112.3","28.53","11.94","3.01","42.3","0.41","None"
"10-04-2024 08:00","10-04-2024 16:00","96.54","214.06","10.24","57.19","38.76","25.28","11.86","2.33","139.18","0.79","None"
"10-04-2024 00:00","10-04-2024 08:00","150.54","473.75","138.53","86.93","156.48","15.47","16.59","3.6","8.7","0.3","None"
"10-03-2024 16:00","11-03-2024 00:00","72.75","212.05","36.9","99.88","83.14","20.79","19.14","1.33","29.82","0.3","None"
"10-03-2024 08:00","10-03-2024 16:00","87.03","185.12","34.49","81.62","71.47","17.78","21.86","1.57","49.21","0.5","None"
"10-03-2024 00:00","10-03-2024 08:00","138.08","264.67","112.18","112.87","151.23","15.5","17.41","1.7","12.38","0.32","None"
"10-02-2024 16:00","11-02-2024 00:00","160.13","363.1","90.21","132.7","143.91","31.02","4.6","1.33","18.29","0.3","None"
"10-02-2024 08:00","10-02-2024 16:00","219.41","376.35","28.71","89.72","71.08","44.86","10.95","0.59","37.74","0.38","None"
"10-02-2024 00:00","10-02-2024 08:00","275.22","590.41","198.77","123.62","225.05","44.72","14.09","2.07","31.14","0.3","None"
"10-01-2024 16:00","11-01-2024 00:00","229.62","408.48","82.53","81.4","110.4","34.13","11.5","4.67","17.3","0.38","None"
"10-01-2024 08:00","10-01-2024 16:00","177","320.25","76.18","59.41","93.54","36.38","14.31","4.83","17.24","0.63","None"
"10-01-2024 00:00","10-01-2024 08:00","125.22","191.09","32.32","33.77","44.24","36.06","11.88","4.18","16.43","0.55","None"
"09-12-2024 00:00","09-12-2024 00:00","105","202","1.1","73.2","39.8","68.4","13.3","2.33","16.9","3.7","None"
"09-11-2024 16:00","10-11-2024 00:00","175.77","318.55","25.14","80.22","63.12","70.96","13.02","1.98","10.91","1.36","None"
"09-11-2024 08:00","09-11-2024 16:00","177.34","320.88","31.49","62.58","58.89","57.72","10.91","2.03","18.83","2.09","None"
"09-11-2024 00:00","09-11-2024 08:00","273.47","462.65","133.92","78.92","150.88","66.1","14.18","2.42","6.02","0.77","None"
"09-10-2024 16:00","10-10-2024 00:00","55.5","378.88","54.17","61.21","76.61","19.61","55.87","1.81","74.55","0.72","None"
"09-10-2024 08:00","09-10-2024 16:00","88.45","386.05","26.96","72.46","61.24","31.02","None","1.7","92.03","1.21","None"
"09-10-2024 00:00","09-10-2024 08:00","106.86","357.71","38.33","62.54","64.43","13.55","12.02","1.92","69.7","0.6","None"
"09-09-2024 16:00","10-09-2024 00:00","50.56","113.86","48.99","84.6","84.83","19.39","12.36","1.74","19.89","0.93","None"
"09-09-2024 08:00","09-09-2024 16:00","100","311","45.32","77.59","84.32","13.48","11.42","1.35","16.92","0.93","None"
"09-09-2024 00:00","09-09-2024 08:00","86.65","257.9","95.16","139.42","135.34","55.98","11.33","1.81","18.12","0.35","None"
"09-08-2024 16:00","10-08-2024 00:00","31.64","66.83","36.82","34.99","48.56","22.62","27.76","0.8","61.81","0.3","None"
"09-08-2024 08:00","09-08-2024 16:00","37.8","70.75","14.32","22.34","23.52","21.27","27.44","0.34","61.2","0.3","None"
"09-08-2024 00:00","09-08-2024 08:00","47.75","81.25","15.84","25.87","26.65","24.03","27.06","0.42","61.15","0.3","None"
"09-07-2024 16:00","10-07-2024 00:00","72.35","177","13.81","21.02","22.41","7.69","18.68","1.4","76.48","0.3","None"
"09-07-2024 08:00","09-07-2024 16:00","53.89","115.71","10.57","7.37","12.4","6.64","17.22","0.77","29.53","0.3","None"
"09-07-2024 00:00","09-07-2024 08:00","42.15","95.59","7.53","5.22","8.9","6.36","16.57","0.49","30.7","0.3","None"
"09-06-2024 16:00","10-06-2024 00:00","55.12","241.12","40.57","89.1","80.38","27.51","21.58","4.15","107.23","0.67","None"
"09-06-2024 08:00","09-06-2024 16:00","48.25","207.12","6.9","65.64","40.52","28.96","22.27","3.56","133.15","1.31","None"
"09-06-2024 00:00","09-06-2024 08:00","58.62","236.38","16.71","69.86","50.76","32.82","24.47","3.63","93.73","0.4","None"
"09-05-2024 16:00","10-05-2024 00:00","None","None","None","None","None","None","None","None","None","None","None"
"09-05-2024 08:00","09-05-2024 16:00","96.73","214.18","2.9","29.08","17.68","39.45","18.74","0.8","79.58","2.42","None"
"09-05-2024 00:00","09-05-2024 08:00","55","232.29","1.34","18.91","11.14","37.84","17.5","0.72","31.66","2.98","None"
"09-04-2024 16:00","10-04-2024 00:00","95.12","280.28","134.9","124.33","175.77","18.58","30.99","3.03","33.64","0.35","None"
"09-04-2024 08:00","09-04-2024 16:00","108.07","267.41","34.7","97.38","80.03","14.89","19.73","2.01","108.59","0.4","None"
"09-04-2024 00:00","09-04-2024 08:00","199.25","532.36","192.59","67.5","208.1","7.81","27.87","3.06","7.67","0.31","None"
"09-03-2024 16:00","10-03-2024 00:00","61.17","169.72","58.71","98.97","100.41","16.53","19.77","1.52","24.72","0.34","None"
"09-03-2024 08:00","09-03-2024 16:00","66.06","158.56","32.42","63.18","59.97","16.33","19.61","1.18","42.34","0.92","None"
"09-03-2024 00:00","09-03-2024 08:00","86.18","154.47","39.98","64.63","66.76","18.73","17.05","1.17","22.31","0.31","None"
"09-02-2024 16:00","10-02-2024 00:00","132.68","444.97","184.92","176.88","212.21","21.43","36.4","2.84","18.46","0.31","None"
"09-02-2024 08:00","09-02-2024 16:00","71.94","238.25","55.96","81.47","88.86","22.17","29.32","1.23","18.77","0.47","None"
"09-02-2024 00:00","09-02-2024 08:00","75.31","222.59","86.2","86.55","116.11","21.68","27.35","1.42","18.01","0.34","None"
"09-01-2024 16:00","10-01-2024 00:00","133.38","216.56","47.03","48.96","64.3","42.25","9.31","3.61","15.72","0.47","None"
"09-01-2024 08:00","09-01-2024 16:00","236.03","406.56","90.07","75.97","113.56","41.18","12.45","4.18","15.3","0.47","None"
"09-01-2024 00:00","09-01-2024 08:00","185.34","288.77","37.11","48.32","55.89","40.11","10.11","3.79","14.96","0.39","None"
"08-12-2024 16:00","09-12-2024 00:00","149.77","300.75","1.94","107.63","58.35","60.41","14.92","2.61","16.36","1.8","None"
"08-12-2024 08:00","08-12-2024 16:00","147.12","337.88","1.61","83.55","44.96","63.74","13.15","2.3","25.64","2.37","None"
"08-12-2024 00:00","08-12-2024 08:00","393.12","671.25","6.36","360.82","193.62","82.32","33.88","5.92","53.49","0.41","None"
"08-11-2024 16:00","09-11-2024 00:00","222.62","472.38","166.4","86.73","181.38","66.38","4.71","2.98","12.75","0.61","None"
"08-11-2024 08:00","08-11-2024 16:00","235.45","375.06","14.44","57.9","42.52","73.02","8.44","1.97","18.66","1.61","None"
"08-11-2024 00:00","08-11-2024 08:00","334.25","567.86","251.42","74.54","244.04","81.78","20.18","3.52","6.98","0.4","None"
"08-10-2024 16:00","09-10-2024 00:00","92.43","487.75","56.87","80.32","89.18","14.21","10.03","1.94","71.79","0.59","None"
"08-10-2024 08:00","08-10-2024 16:00","109.6","437.2","36.45","75.02","67.85","26.12","11.61","2.05","105.92","1.08","None"
"08-10-2024 00:00","08-10-2024 08:00","188.68","557.88","65.3","66.13","88.26","25.92","12","2.09","84.33","0.59","None"
"08-09-2024 16:00","09-09-2024 00:00","75.75","289.38","114.68","63.12","127.48","17.29","9.23","1.91","17.23","0.45","None"
"08-09-2024 08:00","08-09-2024 16:00","79.19","227","67.82","82.4","99.01","26.58","7.89","1.76","16.38","1.09","None"
"08-09-2024 00:00","08-09-2024 08:00","64.62","157.75","69.47","150.21","135.04","64.59","7.08","1.51","21.54","0.74","None"
"08-08-2024 16:00","09-08-2024 00:00","36.62","66.62","17.23","34.32","32.27","21.95","27.22","0.51","62.28","0.3","None"
"08-08-2024 08:00","08-08-2024 16:00","29.38","68.5","11.61","22.63","21.46","22.77","27.01","0.34","62.33","0.3","None"
"08-08-2024 00:00","08-08-2024 08:00","30.03","50","8.61","19.88","17.56","26.08","26.62","0.19","61.53","0.3","None"
"08-07-2024 16:00","09-07-2024 00:00","45.14","128.75","11.02","7.56","12.99","6.26","16.73","0.56","30.88","0.3","None"
"08-07-2024 08:00","08-07-2024 16:00","31","103.4","11.87","8.4","14.01","6.35","6.88","0.54","31.55","0.3","None"
"08-07-2024 00:00","08-07-2024 08:00","20.68","78.23","11.46","6.19","12.61","7.15","5.55","0.59","32.03","0.3","None"
"08-06-2024 16:00","09-06-2024 00:00","47.38","232.62","10.92","68.95","45.54","32.02","16.46","3.77","108.87","0.7","None"
"08-06-2024 08:00","08-06-2024 16:00","65.75","291.25","21.33","68.38","53.71","23.2","16.68","3.8","118.2","1.57","None"
"08-06-2024 00:00","08-06-2024 08:00","92.38","461.5","34.39","54.41","56.9","26","20","3.66","85.89","0.8","None"
"08-05-2024 16:00","09-05-2024 00:00","103.5","277.12","1.75","41.29","23.18","60.61","15.8","0.88","41.17","1.61","None"
"08-05-2024 08:00","08-05-2024 16:00","86.29","308.14","5.57","35.86","23.44","73.97","15.57","0.84","36.73","3.11","None"
"08-05-2024 00:00","08-05-2024 08:00","91.25","292.62","4.27","33.92","21.51","87.68","15.6","0.74","8.07","1.83","None"
"08-04-2024 16:00","09-04-2024 00:00","130.46","329.42","85.31","103.67","118.86","17.37","33.54","1.42","23.51","0.4","None"
"08-04-2024 08:00","08-04-2024 16:00","92.5","250","27.48","108.88","80.28","16.6","21.78","0.7","60.79","0.52","None"
"08-04-2024 00:00","08-04-2024 08:00","108.75","357","84.55","97.24","120.48","10.79","19.06","1.41","6.39","0.3","None"
"08-03-2024 16:00","09-03-2024 00:00","57.88","149.84","30.81","67.23","60.84","23.03","23","1.11","27.59","0.39","None"
"08-03-2024 08:00","08-03-2024 16:00","64.56","172.16","32.76","66.51","62.05","18.83","28.08","1.28","37.76","0.69","None"
"08-03-2024 00:00","08-03-2024 08:00","96.16","181.09","29.53","64.05","58.06","20.68","21.47","1.31","17.63","0.3","None"
"08-02-2024 16:00","09-02-2024 00:00","65.94","199.13","56.43","87.63","92.43","18.73","27.46","1.57","17.93","0.71","None"
"08-02-2024 08:00","08-02-2024 16:00","60.88","212.88","33.86","56.24","57.42","19.62","23.74","1.19","18.59","1.75","None"
"08-02-2024 00:00","08-02-2024 08:00","87.56","181.03","29.65","54.5","53.09","20.73","21.65","1.07","18.27","0.74","None"
"08-01-2024 16:00","09-01-2024 00:00","422.19","692.03","143.77","110.07","175.42","29.18","17.75","5.33","14.75","0.3","None"
"08-01-2024 08:00","08-01-2024 16:00","363.34","579","59.29","85.05","93.48","26.83","17.04","3.71","16.13","0.53","None"
"08-01-2024 00:00","08-01-2024 08:00","207.84","323.66","39.95","50.86","58.63","29.81","12.75","3.28","14.82","0.32","None"
"07-12-2024 16:00","08-12-2024 00:00","200.25","544.75","11.09","234.96","248.67","56.01","27.93","4.88","12.19","0.35","None"
"07-12-2024 08:00","07-12-2024 16:00","96.75","266","6.39","131.88","69.9","45.23","11.84","2.07","17.02","1.03","None"
"07-12-2024 00:00","07-12-2024 08:00","211.87","428.5","7.39","349.2","193.61","61.32","25.68","4.49","3.66","0.39","None"
"07-11-2024 16:00","08-11-2024 00:00","258.38","620.12","278.12","97.53","283.77","67.95","21.77","4.14","15.17","0.45","None"
"07-11-2024 08:00","07-11-2024 16:00","240.12","406.38","63.27","66.68","86.91","78.1","6.11","2.11","18.52","1.33","None"
"07-11-2024 00:00","07-11-2024 08:00","397.86","789.25","369.7","82.91","359.67","82.87","19.15","4.15","94.58","0.31","None"
"07-10-2024 16:00","08-10-2024 00:00","67.43","409.12","60.08","59.73","87.49","21.44","11.08","1.89","84.54","0.59","None"
"07-10-2024 08:00","07-10-2024 16:00","65","360.12","37.09","56.4","60.14","25.16","17.47","1.86","96.03","1.03","None"
"07-10-2024 00:00","07-10-2024 08:00","70.16","388","32.62","54.11","65.34","24.5","13.73","1.71","79.22","0.57","None"
"07-09-2024 16:00","08-09-2024 00:00","59.5","172.5","78.21","66.27","95.75","16.47","6.55","1.72","15.1","0.79","None"
"07-09-2024 08:00","07-09-2024 16:00","41.73","77.88","20.82","58.88","48.25","20.13","8.69","1.21","21.04","1.69","None"
"07-09-2024 00:00","07-09-2024 08:00","29.29","68.17","19.87","109.82","80.76","17.45","7.2","1.05","18.96","1.47","None"
"07-08-2024 16:00","08-08-2024 00:00","32.37","93.16","15.72","32.17","29.91","25.44","24.8","0.41","61.49","0.3","None"
"07-08-2024 08:00","07-08-2024 16:00","45.96","109.97","20.47","28.15","31.62","24.15","24.91","0.39","61.33","0.3","None"
"07-08-2024 00:00","07-08-2024 08:00","37.76","96.75","32.55","26.81","40.73","26.73","24.81","0.32","61.41","0.3","None"
"07-07-2024 16:00","08-07-2024 00:00","20","93.71","9.07","7.96","11.61","8.03","5.55","0.59","31.51","0.3","None"
"07-07-2024 08:00","07-07-2024 16:00","20.83","93.71","8.01","5.91","9.67","8.64","5.46","0.55","31.06","0.3","None"
"07-07-2024 00:00","07-07-2024 08:00","23.83","56.71","8.69","6.56","10.56","10.5","5.22","0.45","31.19","0.3","None"
"07-06-2024 16:00","08-06-2024 00:00","60.38","290","30.74","72.68","63.64","22.41","21.36","3.83","100.58","0.72","None"
"07-06-2024 08:00","07-06-2024 16:00","65.62","315.75","30.06","91.5","73.11","29.01","22.2","3.61","113.78","1.07","None"
"07-06-2024 00:00","07-06-2024 08:00","65.26","293.14","43.86","86.81","81.84","46.86","20.09","3.66","85.98","0.41","None"
"07-05-2024 16:00","08-05-2024 00:00","128.29","330.23","6.86","78.82","47.17","59.82","13.24","1.27","40.6","1.06","None"
"07-05-2024 08:00","07-05-2024 16:00","110","651","8.03","84.45","50.75","50.86","37.13","2.35","141.92","1.48","None"
"07-05-2024 00:00","07-05-2024 08:00","178.5","702.5","181.71","98.17","199.92","46.3","55.58","4.45","28.2","0.3","None"
"07-04-2024 16:00","08-04-2024 00:00","60.89","250.19","97.23","114.67","140.11","6.66","6.06","1.27","23.5","0.37","None"
"07-04-2024 08:00","07-04-2024 16:00","100.21","238.47","27.52","64.64","55.67","8.7","20.12","0.51","66.07","0.66","None"
"07-04-2024 00:00","07-04-2024 08:00","85.19","282.72","67.95","81.91","98.83","6.18","6.07","1.18","8.77","0.3","None"
"07-03-2024 16:00","08-03-2024 00:00","67.79","197.46","38.95","88.34","78.55","21.76","24.41","1.43","21.27","0.37","None"
"07-03-2024 08:00","07-03-2024 16:00","52.5","125","31.25","61.08","57.77","18.5","27.17","1.31","48.53","0.57","None"
"07-03-2024 00:00","07-03-2024 08:00","128.67","249.74","70.95","86.06","103.55","15.96","22.09","1.62","13.18","0.3","None"
"07-02-2024 16:00","08-02-2024 00:00","84.22","221.03","43.25","74.98","75.02","16.39","18.11","1.35","17.9","0.62","None"
"07-02-2024 08:00","07-02-2024 16:00","53.5","258.78","38.5","60.01","63.24","15.79","18.7","1.21","18.97","1.51","None"
"07-02-2024 00:00","07-02-2024 08:00","98.56","250","45.62","77.8","78.51","27.94","17.16","1.43","18.89","0.31","None"
"07-01-2024 16:00","08-01-2024 00:00","253.56","400.19","62.4","74.81","90.52","31.12","1.77","3.67","15.28","0.39","None"
"07-01-2024 08:00","07-01-2024 16:00","200.47","350.09","48.95","83.5","84.22","28.57","6.88","3.49","21.53","0.5","None"
"07-01-2024 00:00","07-01-2024 08:00","188.97","323.25","83.62","68.83","104.59","29.46","16.32","3.48","14.86","0.3","None"
"06-12-2024 16:00","07-12-2024 00:00","120.47","414","10.16","248.77","176.28","49.95","19.91","3.48","5.89","0.43","None"
"06-12-2024 08:00","06-12-2024 16:00","95.42","230.03","5.08","117.16","62.5","46.43","7.62","1.33","17.09","1.14","None"
